Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth
5400,0.686436847,0.002874653,Emitter_1
5400,1.724985274,2,Emitter_2
5400,0.302894192,0.015542944,Emitter_1
5400,1.758276249,1.859460689,Emitter_2
5410,1.68932646,1.592916254,Emitter_2
5408.04293,1.893341627,1.956279957,Emitter_2
5410,0.366340721,0.180052052,Emitter_1
5400,1.757321337,1.767759196,Emitter_2
5403.37669,1.997802243,1.821742482,Emitter_2
5409.338313,2,1.73125304,Emitter_2
5400,1.998841107,1.964948981,Emitter_2
5408.898511,0.5683914,1.326101767,Noise
5409.115953,1.812304356,1.802241971,Emitter_2
5401.876731,1.734726335,1.854096231,Emitter_2
5406.28864,1.148355036,1.361994626,Noise
5406.609268,1.923494272,1.571279291,Emitter_2
5407.982029,1.159531854,1.867858789,Noise
5407.816663,0.982889318,1.594537758,Emitter_2
5400.922134,1.884364458,1.789485218,Emitter_2
5400,1.553490497,2,Emitter_2
5400,0.306318154,0.267717375,Emitter_1
5410,1.80152974,1.804719323,Emitter_2
5400,1.476290904,1.541901808,Emitter_2
5400,0.142330921,0,Emitter_1
5400,0.314973887,0.144450121,Emitter_1
5400,1.842414697,1.402884441,Emitter_2
5402.041216,1.969921419,1.901280167,Emitter_2
5400,0.31933121,0.374122643,Emitter_1
5400,0.219302361,0.145653014,Emitter_1
5400,1.817601052,1.836181239,Emitter_2
5404.809622,2,2,Emitter_2
5409.922593,1.994304657,1.842789584,Emitter_2
5410,0.806742763,0.190216792,Emitter_1
5401.51089,1.846066553,1.611225555,Emitter_2
5405.981886,1.749839907,2,Emitter_2
5403.521392,0.270857657,0,Emitter_1
5400,1.730109589,2,Emitter_2
5410,1.828999032,1.826493917,Emitter_2
5410,0.387921939,0,Emitter_1
5404.054143,1.730893025,1.544691517,Emitter_2
5410,0.503350438,0.007486762,Emitter_1
5405.842083,0.123162918,1.161554605,Noise
5410,1.633359011,1.761149144,Emitter_2
5410,1.750741168,1.803727255,Emitter_2
5410,1.663482963,1.755438522,Emitter_2
5404.239129,1.848802063,1.718127885,Emitter_2
5409.27442,1.758208608,1.440997231,Emitter_2
5410,0.249730916,0.123190308,Emitter_1
5410,1.72942388,1.759429309,Emitter_2
5404.064507,2,2,Emitter_2
5400,1.728458178,1.826531554,Emitter_2
5400,1.959646714,1.939636408,Emitter_2
5400,1.709353999,1.837400094,Emitter_2
5401.323157,1.120561287,1.090419669,Noise
5400.803646,0.020891137,0.04320641,Emitter_1
5410,1.791951346,1.806434968,Emitter_2
5410,1.912930498,1.851548349,Emitter_2
5405.946189,1.762617276,1.782790474,Emitter_2
5406.293485,0.467068448,0.108880945,Noise
5400,1.626658993,1.708981739,Emitter_2
5410,1.731581184,1.413125487,Emitter_2
5410,0.393693586,0,Emitter_1
5404.709153,1.604923371,0.649602654,Noise
5409.588331,2,1.876434107,Emitter_2
5400.604687,2,1.855569976,Emitter_2
5410,0,0.050777125,Emitter_1
5400,0,0.249627673,Emitter_1
5400,1.58224729,2,Emitter_2
5409.27062,1.729406514,1.881893976,Emitter_2
5402.711384,2,2,Emitter_2
5400,0.293700854,0,Emitter_1
5400.895011,0.63281315,0.58840919,Noise
5408.39709,0.045761705,0,Emitter_1
5407.037625,1.551652616,2,Emitter_2
5400,1.794796922,1.813116769,Emitter_2
5400,0.355093948,0.095021607,Emitter_1
5402.263143,2,1.724330449,Emitter_2
5400,2,1.67163228,Emitter_2
5400,1.893783246,1.764357406,Emitter_2
5400,0.711427243,0,Emitter_1
5410,1.938693509,1.584832754,Emitter_2
5400,1.664340359,1.421751652,Emitter_2
5404.906465,1.79535598,2,Emitter_2
5403.367548,1.839495973,1.881619289,Emitter_2
5403.557381,0.294344275,0.039447574,Emitter_1
5400,1.868837423,1.848257491,Emitter_2
5403.940321,1.588284385,1.365439108,Emitter_2
5402.87143,1.008380845,0.020691831,Noise
5401.597184,0.008624907,0.397936923,Noise
5402.367403,0.516374678,0.940233678,Noise
5403.109088,1.983522985,2,Emitter_2
5409.266205,1.597301791,1.817379583,Emitter_2
5400,1.861693807,1.997467261,Emitter_2
5400,1.755462699,1.778908302,Emitter_2
5410,1.783690379,1.678308476,Emitter_2
5410,0.3301081,0,Emitter_1
5408.834004,1.760927156,0.494657946,Noise
5400.452063,1.857431233,1.993168523,Emitter_2
5400,1.486110147,1.424166489,Emitter_2
5400,0.530984528,0.150295492,Emitter_1
5407.916479,1.8256643,1.529191186,Noise
5407.564766,1.878372917,1.806239477,Emitter_2
5407.902194,1.828199457,1.697075379,Emitter_2
5400,1.800787118,2,Emitter_2
5400,1.504797963,1.390615249,Emitter_2
5402.345717,0.403400091,0,Emitter_1
5400,1.894935281,1.353690193,Emitter_2
5400,1.402726608,1.995002324,Emitter_2
5400,0.238171182,0,Emitter_1
5410,1.345632899,1.346872216,Emitter_2
5401.447679,1.043072492,1.778892291,Noise
5407.352192,1.815664561,1.557605675,Emitter_2
5407.486596,1.611021484,1.8201283,Emitter_2
5401.016567,2,1.991350912,Emitter_2
5410,2,2,Emitter_2
5410,0.168268052,0.057818547,Emitter_1
5400,1.85143363,2,Emitter_2
5400.137214,1.819254103,2,Emitter_2
5400,0.445332536,0,Emitter_1
5408.215938,1.767646929,1.738643291,Emitter_2
5402.628542,0.243559468,0.100945333,Emitter_1
5400,1.593669861,1.433253045,Emitter_2
5400,1.585234399,1.689409343,Emitter_2
5410,0.256942228,0.031016991,Emitter_1
5406.73306,2,1.648833579,Emitter_2
5403.04317,0.038371453,0.167418404,Emitter_1
5410,1.594889467,1.927630246,Emitter_2
5400,1.815568538,1.542597464,Emitter_2
5400,1.849823902,1.885030983,Emitter_2
5400,1.413808506,1.356543269,Emitter_2
5407.855692,1.692315259,2,Emitter_2
5400,0.18409624,0,Emitter_1
5402.330391,0.516155808,0,Emitter_1
5400.192511,0.562981664,0.040269622,Emitter_1
5405.754374,1.713183225,1.966642602,Emitter_2
5400.581824,0.20553532,0.400171789,Emitter_1
5400,0.515015616,0,Emitter_1
5409.751942,1.885737721,1.897733851,Emitter_2
5400,1.660404856,1.550693317,Emitter_2
5400,1.833656381,1.968910411,Emitter_2
5403.194795,0.093745842,1.317087369,Noise
5410,1.866387553,1.950654638,Emitter_2
5408.874803,1.540184687,1.984064352,Emitter_2
5402.422273,1.589782124,1.825152525,Emitter_2
5410.183984,1.824737351,1.782678753,Emitter_2
5410,1.992581746,1.691294878,Emitter_2
5410,1.623385811,1.802414136,Emitter_2
5400,2,2,Emitter_2
5400,0.141880997,0.120673711,Emitter_1
5400,0.229830005,0.005376071,Emitter_1
5404.842042,0.384657325,0.110877413,Emitter_1
5400,0.542570973,0,Emitter_1
5404.011449,1.554433971,1.940642658,Emitter_2
5402.946184,1.857884655,1.968246683,Emitter_2
5403.537957,1.65086017,1.918018662,Emitter_2
5409.306145,0.40918062,0,Emitter_1
5400,1.960406098,1.942853168,Emitter_2
5400,0.43069578,0.190284403,Emitter_1
5410,1.697001546,1.582908877,Emitter_2
5400,0.048590458,0.496953226,Emitter_1
5400,0.300213235,0.214179567,Emitter_1
5402.905553,2,2,Emitter_2
5400,1.391243013,1.779770597,Emitter_2
5400,1.805104409,1.60812994,Emitter_2
5400,1.563621366,1.464607532,Emitter_2
5406.918634,1.745267167,1.836078166,Emitter_2
5410,1.461742787,1.781910716,Emitter_2
5400,1.839499152,1.679131263,Emitter_2
5400.532829,0.736174638,0.053134806,Emitter_1
5400,1.65155152,1.932575701,Emitter_2
5400,2,1.830730784,Emitter_2
5399.68713,1.968187734,1.678966789,Emitter_2
5410,2,1.685021037,Emitter_2
5400,0.209625895,0,Emitter_1
5409.558807,1.819743025,0.305458797,Noise
5405.460601,0.499842006,0.056573002,Noise
5400,1.714226971,2,Emitter_2
5402.14027,0.070153721,0.560270073,Emitter_1
5408.458797,0.495097645,0,Emitter_1
5400,1.807310707,1.927286302,Emitter_2
5401.624926,2,1.700985951,Emitter_2
5403.783729,1.465093039,0.707296051,Noise
5406.937909,0.25659759,0.281426345,Noise
5410,1.545525074,1.558323829,Emitter_2
5406.526525,1.780918121,1.769154852,Emitter_2
5410,1.848905765,1.736645812,Emitter_2
5400,1.799446969,2,Emitter_2
5400.668375,0.206592935,0,Emitter_1
5401.585015,1.990321332,1.833741699,Emitter_2
5400,2,1.703284935,Emitter_2
5403.099521,1.658110739,1.67670664,Emitter_2
5400,1.788266423,1.80071652,Emitter_2
5410,2,1.682817772,Emitter_2
5401.992533,2,1.527310661,Emitter_2
5403.249926,0.296716805,0.531062814,Noise
5405.733227,1.589764714,2,Emitter_2
5408.486417,0.962290286,1.576163401,Noise
5410,1.950806391,1.511177503,Emitter_2
5400,1.853393103,2,Emitter_2
5402.149139,0.087467174,0,Emitter_1
5400.748526,1.584109465,1.852937509,Emitter_2
5410.109743,0.522588847,0.185599044,Emitter_1
5410,1.672147701,1.759364193,Emitter_2
5400,2,1.973641623,Emitter_2
5404.873799,1.964580024,1.88766157,Emitter_2
5407.848767,1.391058562,1.556743378,Noise
5401.363171,1.680795654,1.86776788,Emitter_2
5400.194491,0.865781396,0.624161094,Noise
5400.64656,0.010534954,0.044189817,Emitter_1
5401.463506,0.723341979,1.965211986,Noise
5403.973022,1.796390283,1.867353339,Emitter_2
5410,2,1.919353274,Emitter_2
5403.762513,1.757856388,1.81341732,Emitter_2
5403.592319,0.510737416,1.544916554,Noise
5400,1.517144735,1.854239469,Emitter_2
5400,1.884622608,1.857369104,Emitter_2
5407.484058,1.87306053,1.888750689,Emitter_2
5405.489691,1.918054729,1.057580931,Noise
5401.491625,1.846452961,1.67009772,Emitter_2
5400,1.732846768,2,Emitter_2
5400,0,0.12085379,Emitter_1
5410,1.556284153,1.569730291,Emitter_2
5403.057931,1.506199748,0.810547929,Noise
5400,0.604474664,0,Emitter_1
5408.945418,0.117072527,0.558523302,Noise
5404.546105,1.802800214,1.665219775,Emitter_2
5404.489449,0.227660582,0,Emitter_1
5400,1.932110545,2,Emitter_2
5406.92373,0.865090015,1.169021636,Noise
5405.25855,1.411536921,1.756431768,Emitter_2
5400,2,2,Emitter_2
5405.967166,1.780217133,1.915079329,Noise
5400,1.75245424,2,Emitter_2
5400,1.610039109,1.483013168,Emitter_2
5403.994906,2,1.963318729,Emitter_2
5407.649802,0.095643888,1.99075147,Noise
5400,1.990153365,1.56193352,Emitter_2
5405.298036,0.552889849,0,Emitter_1
5410,0.309766081,0,Emitter_1
5400,0.340043144,0.182890233,Emitter_1
5404.620094,0.188683399,0,Emitter_1
5405.032483,0.313026992,0.151259767,Emitter_1
5409.970448,1.892802175,1.752420302,Emitter_2
5400.010202,1.753037687,1.603393571,Emitter_2
5400,1.812627538,2,Emitter_2
5400,1.568264511,1.600098816,Emitter_2
5400,0.18997664,0.011780125,Emitter_1
5400,1.779256686,1.606625205,Emitter_2
5407.43313,1.816842631,1.647287479,Emitter_2
5400,0.124299585,0,Emitter_1
5409.714642,1.749838234,1.416822028,Emitter_2
5410,1.869137535,1.780487877,Emitter_2
5404.03101,1.863215621,1.978156873,Emitter_2
5400,1.761642334,2,Emitter_2
5406.185186,0.349901186,0,Emitter_1
5400,2,1.979899922,Emitter_2
5408.647133,1.389345577,2,Emitter_2
5400,0.217743729,0.105084812,Emitter_1
5410,0.262142316,0,Emitter_1
5403.25765,1.984162709,1.302207817,Noise
5410,0.625325162,0,Emitter_1
5410,1.743369448,1.719031499,Emitter_2
5400,1.679864013,1.701131497,Emitter_2
5404.5271,1.691016709,1.66613625,Emitter_2
5400,0.471277819,0,Emitter_1
5400,1.74160035,1.47899244,Emitter_2
5403.417243,2,1.673889973,Emitter_2
5399.927538,1.13876209,1.6633931,Emitter_2
5410,0.465399758,0.328003973,Emitter_1
5400,0.669944665,0.001556226,Emitter_1
5403.639706,1.995757565,1.295969664,Emitter_2
5410,2,1.717409343,Emitter_2
5400,1.51892025,1.999048849,Emitter_2
5410,1.764151892,1.953534693,Emitter_2
5410,1.799332023,1.783315652,Emitter_2
5404.218481,1.86505188,1.881641188,Emitter_2
5410,0.291658885,0,Emitter_1
5404.333471,1.922551247,1.799747929,Emitter_2
5409.23101,0.075690812,0.250615463,Emitter_1
5410,1.713188822,1.92834011,Emitter_2
5410.664473,0.357328718,0.174063898,Emitter_1
5400,0.567088277,0,Emitter_1
5403.189809,1.79604937,1.93198813,Emitter_2
5404.151797,0.014267675,0.122290168,Noise
5408.945819,1.726562853,1.831926365,Emitter_2
5407.233339,1.778964475,2,Emitter_2
5400,1.760421442,2,Emitter_2
5400,1.632860006,1.376449377,Emitter_2
5410,1.832056138,2,Emitter_2
5400,1.974816918,1.830696893,Emitter_2
5409.660697,1.196965571,0.440948772,Noise
5400,1.63316849,1.765303922,Emitter_2
5400,0.190353822,0.114029411,Emitter_1
5410,0.588734832,0.100120275,Emitter_1
5400,1.459754193,1.572416441,Emitter_2
5401.466101,0.376558302,0.109923591,Emitter_1
5400.346749,1.460800653,1.770886626,Noise
5400,1.939823847,1.816241131,Emitter_2
5400.234349,0.707392894,0.160210278,Noise
5400,1.647034558,1.671622553,Emitter_2
5400,1.589397496,1.867963821,Emitter_2
5400,1.719086851,1.648889145,Emitter_2
5400,1.740533319,2,Emitter_2
5406.025547,1.914253034,1.643867287,Emitter_2
5404.36523,1.826899646,1.333165284,Emitter_2
5400,1.867632376,1.669788072,Emitter_2
5409.208601,1.800573407,0.035566517,Noise
5409.796957,1.886313791,1.11280373,Noise
5410,1.947274304,2,Emitter_2
5410,2,1.638496938,Emitter_2
5410,1.475024237,1.69211228,Emitter_2
5410,1.891393009,2,Emitter_2
5400,1.79485834,1.939808997,Emitter_2
5400,1.83270037,1.926024583,Emitter_2
5410,1.752496983,2,Emitter_2
5400,0,0.140977834,Emitter_1
5410,1.902234539,1.804839505,Emitter_2
5400.467932,0.292936737,0.207832097,Emitter_1
5400,0.358337993,0.202790985,Emitter_1
5402.965076,1.551046026,1.765596891,Emitter_2
5410,1.946416563,1.672172657,Emitter_2
5400,0.185479449,0.225854348,Emitter_1
5402.642073,0.430628719,0.222875568,Emitter_1
5400,0.730267416,0.044907374,Emitter_1
5400,1.932065528,1.756531288,Emitter_2
5400,1.907753112,1.970134213,Emitter_2
5400,0.56410139,0,Emitter_1
5400,1.900477291,1.997614101,Emitter_2
5405.087238,0.639480493,0.698887791,Noise
5400,1.582979502,1.764588156,Emitter_2
5400,1.926467722,1.733572812,Emitter_2
5401.269369,1.409544405,1.688560524,Emitter_2
5410,1.926679679,1.933300807,Emitter_2
5400,1.722043665,1.782901484,Emitter_2
5407.127248,1.234794185,1.166510284,Noise
5400,1.871204692,1.792900685,Emitter_2
5402.545249,1.558748835,1.664073298,Emitter_2
5400,2,1.661082635,Emitter_2
5410,1.506155506,1.476399702,Emitter_2
5400,1.460630641,1.961344904,Emitter_2
5400,2,1.898407973,Emitter_2
5410,1.57522969,2,Emitter_2
5400,1.858387066,1.769477861,Emitter_2
5410,1.985575698,1.900137536,Emitter_2
5408.875886,1.985390374,2,Emitter_2
5400,1.909535554,1.69367548,Emitter_2
5410,0.404865463,0,Emitter_1
5410,1.970597229,1.448513006,Emitter_2
5410,1.803783404,2,Emitter_2
5404.04439,1.917092944,0.457902436,Noise
5400,0.009009085,0.313532951,Emitter_1
5400,1.606039055,1.805654367,Emitter_2
5400,1.546047564,1.431002976,Emitter_2
5410,2,1.858734191,Emitter_2
5408.889556,1.803486688,1.849913327,Emitter_2
5400,0.444734238,0,Emitter_1
5400,0.457157566,0,Emitter_1
5400,1.769250322,1.904435144,Emitter_2
5410,1.68083978,1.518081298,Emitter_2
5400,1.740640231,1.762445618,Emitter_2
5407.314357,1.728554526,0.963486679,Noise
5400,0.56151246,0,Emitter_1
5405.659283,0.5815633,0.027177233,Emitter_1
5408.282197,1.84433779,2,Emitter_2
5400,0.304966431,0.067123485,Emitter_1
5403.362209,1.79464088,1.844870177,Emitter_2
5400,2,2,Emitter_2
5406.150573,1.825068519,0.327339421,Noise
5402.051512,0.064584213,0.069236997,Emitter_1
5400,0.980230103,0.603366145,Emitter_1
5410,2,1.606414264,Emitter_2
5400,1.733218038,1.990504476,Emitter_2
5400,2,1.667061524,Emitter_2
5401.675453,1.494364087,1.426149595,Emitter_2
5400.278997,1.735297001,2,Emitter_2
5400,0.269656455,0,Emitter_1
5400,1.774757214,1.908194998,Emitter_2
5405.930393,1.54572486,1.757744853,Emitter_2
5410,2,1.768246962,Emitter_2
5402.267784,1.812522844,1.259657688,Noise
5403.320753,1.840544777,1.594164149,Emitter_2
5400,2,1.893587089,Emitter_2
5404.452819,0.504533242,0.231336849,Emitter_1
5410,0.261543562,0,Emitter_1
5410,0.658240719,0.105352142,Emitter_1
5400,2,1.659116245,Emitter_2
5410,0.023487907,0.199791483,Emitter_1
5400.657225,1.466844872,0.544923067,Noise
5410,1.996902554,1.641153269,Emitter_2
5408.156115,1.694416333,1.642885999,Emitter_2
5404.960134,1.914873281,1.729550982,Emitter_2
5402.605524,0.34714941,0,Emitter_1
5410,1.771503611,1.624141749,Emitter_2
5400,1.995977847,1.715005054,Emitter_2
5401.084613,1.823576225,1.942623286,Emitter_2
5410.051044,2.067654547,1.932778171,Emitter_2
5403.40456,0.226845962,0.274646577,Noise
5400.414713,1.792781216,2,Emitter_2
5403.219884,1.621057562,1.650182104,Emitter_2
5406.516695,0.49192801,0,Emitter_1
5408.637894,1.758377687,0.003332555,Noise
5410,1.653586417,1.93189552,Emitter_2
5400,0.093811563,0.290305475,Emitter_1
5410,1.959826474,1.817088395,Emitter_2
5400,1.660385294,1.86305,Emitter_2
5400.473597,1.915445434,1.544616252,Emitter_2
5405.008173,1.707190452,1.452546157,Emitter_2
5407.732807,1.12947722,1.693464237,Noise
5404.499304,1.63723503,1.914175558,Emitter_2
5403.369772,0.016865337,0.870397226,Noise
5407.579801,0.079913717,0,Emitter_1
5403.341385,1.991903375,2,Emitter_2
5400.567428,0.369876313,0.140136497,Emitter_1
5400,1.9469294,1.729719354,Emitter_2
5400,2,2,Emitter_2
5400.228579,1.881121002,1.720988543,Emitter_2
5410,0.622237965,0.273800211,Emitter_1
5400.891737,1.267107413,1.610285806,Emitter_2
5400.92701,0.602553946,1.480383339,Noise
5400,1.757576085,1.692379974,Emitter_2
5400,1.920065101,1.894969603,Emitter_2
5403.462899,1.839225092,1.684542927,Emitter_2
5410,0.397439011,0,Emitter_1
5400,1.869591035,1.641971658,Emitter_2
5400,1.547338951,1.623032621,Emitter_2
5405.985301,0.463911778,0.114181605,Emitter_1
5410,1.623367959,1.956924521,Emitter_2
5402.786421,0.08689343,0.022736003,Emitter_1
5410,1.634560456,1.910140975,Emitter_2
5410,1.897250434,1.786718648,Emitter_2
5410,1.525095011,1.906234394,Emitter_2
5400,1.783325464,2,Emitter_2
5410,1.83472839,1.885698288,Emitter_2
5403.315176,0.731230057,0.03066105,Noise
5400,0.285599595,0.012962835,Emitter_1
5410,1.984484064,1.659604044,Emitter_2
5400,2,1.759099997,Emitter_2
5400,0,0,Emitter_1
5410,1.659056576,1.936933165,Emitter_2
5400.763689,0.023141789,0,Emitter_1
5408.109676,2,2,Emitter_2
5403.082243,1.197001359,1.793698537,Noise
5409.911302,0.146865781,0.627969695,Noise
5400,1.922946361,1.687761532,Emitter_2
5400,1.589758836,1.869601673,Emitter_2
5407.820803,1.814388491,1.961377916,Noise
5405.177456,0.876315509,1.00030533,Noise
5409.629733,1.530289364,1.822798092,Emitter_2
5401.483619,0.019239089,0.26523467,Noise
5407.108851,0.31639471,0.07770657,Emitter_1
5398.406186,1.976516449,1.560850231,Emitter_2
5400,2,1.837811241,Emitter_2
5403.533387,1.586659455,1.875406347,Emitter_2
5400,0.113511324,0,Emitter_1
5400,1.945327215,1.480632372,Emitter_2
5408.276216,1.703157379,0.962928988,Noise
5410,1.896274502,1.690090339,Emitter_2
5404.945903,0.305185316,1.527500145,Noise
5410,1.765976822,1.733166548,Emitter_2
5400,1.618485266,1.871469726,Emitter_2
5400,1.86074087,1.86280289,Emitter_2
5408.837885,1.063590807,1.826176996,Noise
5407.532517,1.80834186,1.829900674,Emitter_2
5407.508991,1.71920671,1.645955696,Emitter_2
5407.21005,0.257553614,0,Emitter_1
5410,1.5147798,1.664792099,Emitter_2
5403.243329,1.830072222,1.886145812,Emitter_2
5400.257795,1.237379395,1.766502534,Emitter_2
5404.500824,0.067588345,0.192075651,Emitter_1
5400,2,1.679593444,Emitter_2
5407.554547,0.226858511,0,Emitter_1
5400.317885,1.593830043,1.151646497,Emitter_2
5410,0.288960519,0.128605961,Emitter_1
5400,1.610219254,2,Emitter_2
5408.367319,1.343172404,0.412668739,Noise
5400,2,1.561445673,Emitter_2
5407.599379,0.323508215,0.133287873,Emitter_1
5406.458156,0,0.265404573,Emitter_1
5401.728957,0.542354976,1.596793767,Noise
5405.498647,1.505184041,1.985486835,Emitter_2
5401.882381,1.716985645,1.806310271,Emitter_2
5400,0.211305114,0,Emitter_1
5407.513213,1.781012993,1.94030022,Emitter_2
5400,0.328846411,0,Emitter_1
5410,0.193013056,0,Emitter_1
5401.669144,1.722074199,1.091677312,Noise
5410,1.925994122,1.839280266,Emitter_2
5400,1.709371546,1.616593961,Emitter_2
5400,1.894783812,1.595813638,Emitter_2
5404.692506,0.843734034,1.2757001,Noise
5403.388849,1.969188005,1.996924321,Emitter_2
5409.568175,0.083343057,0.989308027,Noise
5408.463181,1.80526111,1.940400834,Emitter_2
5404.723311,1.569620655,1.850384284,Emitter_2
5400,0.426938706,0.365941544,Emitter_1
5400,1.787339093,1.908557965,Emitter_2
5400,1.852293623,1.895225634,Emitter_2
5400,1.738638648,1.937303187,Emitter_2
5406.688537,1.441901246,1.054294655,Noise
5400.875898,1.619133055,1.534453674,Emitter_2
5403.667925,0.402611976,0.133982394,Noise
5407.320444,1.597370884,2.14357195,Emitter_2
5405.628149,1.656377594,1.661065112,Noise
5403.16159,0.607850685,0,Emitter_1
5400,1.944967029,1.938303584,Emitter_2
5401.97931,1.847806913,1.338974672,Noise
5404.265167,0.20884846,0.209603589,Emitter_1
5400,0.207118616,0,Emitter_1
5409.483972,1.595785259,1.400583857,Noise
5400,1.645861833,1.759151244,Emitter_2
5401.084519,0.524738967,0,Emitter_1
5400,1.693826356,1.520845639,Emitter_2
5400,1.531864049,1.673383695,Emitter_2
5410,0,0,Emitter_1
5400,0.404404049,0,Emitter_1
5400,0.464357394,0,Emitter_1
5399.406286,2.020754104,1.812868217,Emitter_2
5400,1.939644775,1.777498146,Emitter_2
5400,0.665334927,0.101793515,Emitter_1
5400,1.956715869,1.973984172,Emitter_2
5400,2,1.74542349,Emitter_2
5400.076129,0.078528975,0.189538802,Emitter_1
5400,0.127881974,0,Emitter_1
5405.025137,1.663282337,2,Emitter_2
5400,1.650645917,1.838246769,Emitter_2
5404.755484,1.242441549,1.811919147,Emitter_2
5410,1.943438666,1.687204441,Emitter_2
5400.359804,1.435094315,1.906292624,Emitter_2
5400,0.180216176,0.057439242,Emitter_1
